dlga_start:dialognotused|error, 
dlga_uciekinier_karczma_1:uciekinier_karczma_poznaj|I would like to know who I have the pleasure of meeting first.
dlga_uciekinier_karczma_poznaj:uciekinier_karczma_poznaj2|Excuse me not introducing myself. I'm officer [INSERT NAME HERE], from [TROOP NAME]. I'm travelling with a report to Krakow.
dlga_uciekinier_karczma_poznaj2:uciekinier_karczma_poznaj3|To Krakow? Who are you looking for?
dlga_uciekinier_karczma_poznaj3:uciekinier_karczma_poznaj4|General Kosciuszko, I'm supposed to deliver the message in person.
dlga_uciekinier_karczma_poznaj4:uciekinier_karczma_poznaj5|You are lying.
dlga_uciekinier_karczma_poznaj5:uciekinier_karczma_poznaj6|Lies! As it happens the Chief has been away from Krakow for the last month. Would you please explain that?
dlga_uciekinier_karczma_poznaj6:uciekinier_karczma_pojedynek|You're calling me a liar?! You'll pay for that. ^ Stand and deliver, we'll fight with rapiers!
dlga_uciekinier_karczma_poznaj6:uciekinier_karczma_pojedynek.1|You're calling mea liar?! You'll pay for that. ^ Stand and deliver, we'll fight with pistols!
dlga_uciekinier_karczma_poznaj4:close_window|I know enough, let's drink.
dlga_uciekinier_karczma_poznaj2:close_window|Let's have a drink, before we hit the road.
dlga_uciekinier_karczma_1:uciekinier_karczma_przyznaj|Before I take the manacles out, speak, who are you?
dlga_uciekinier_karczma_przyznaj:uciekinier_karczma_przyznaj2|Are you feeble-minded? Should I call a barber?
dlga_uciekinier_karczma_przyznaj2:uciekinier_karczma_przyznaj3|That's no way to talk to an officer.
dlga_uciekinier_karczma_przyznaj3:uciekinier_karczma_przyznaj4|Be quiet! And speak! Who are you, and where from, or else.
dlga_uciekinier_karczma_przyznaj4:uciekinier_karczma_przyznaj5|I've been dabbling in sciences, astronomy, physics, didn't mind medicine either... if you need bloodletting, just say the word.
dlga_uciekinier_karczma_przyznaj5:uciekinier_karczma_przyznaj6|You won't get away with this! Stand and deliver.
dlga_uciekinier_karczma_przyznaj6:uciekinier_karczma_przyznaj7|Be my witnesses, ten oto człowiek mieniący się oficerem wyzwał mnie na szable that this here man, calling himself an officer, has challenged me to a duel, not the other way around...^ pistols czy rapiers?
dlga_uciekinier_karczma_przyznaj7:uciekinier_karczma_pojedynek2|Pistols, 
dlga_uciekinier_karczma_przyznaj7:uciekinier_karczma_pojedynek2.1|Rapiers, 
dlga_start:uciekinier_catch1|Hey, you there! Halt!
dlga_uciekinier_catch1:uciekinier_catch2|Be you Ensign Swistacki?
dlga_uciekinier_catch2:uciekinier_catch3|Maybe I am, maybe I'm not. What's your business?
dlga_uciekinier_catch3:uciekinier_catch4|{s69} {playername}, I come with an order from the Chief.
dlga_uciekinier_catch4:uciekinier_catch5|You are under arrest for desertion. You will go with me to Chief Kosciuszko now.
dlga_uciekinier_catch5:uciekinier_catch6|You dare speak to me like that?! A hero of the battle in Raclawice?! How dare you!
dlga_uciekinier_catch6:close_window|Now just a deserter. We're off.
dlga_start:uciekinier_first1|Greetings, look just who it is! I didn't expect to see you here. Glad to see you, old friend. I see, you've gotten a rank and a nice regiment, congratulations.
dlga_uciekinier_first1:uciekinier_first2|Hello. Seems like you're an officer too. It's an honor.
dlga_uciekinier_first2:uciekinier_first3|nie ma tego, 
dlga_uciekinier_first2:uciekinier_first_tukaj|Right, I've been lucky as well... ^Warm day today, my throat feels dry. What would you say we go to the nearby tavern for a drink or two? I heard, they have excellent beer there, just right for a chat.
dlga_uciekinier_first_tukaj:uciekinier_a1|Now's not the right moment, we need to talk.
dlga_uciekinier_a1:uciekinier_b1|You see, "I got an order to arrest a man wandering around, claiming to be an officer. Sadly", everything points to you and there is no way it could be a mistake.
dlga_uciekinier_b1:uciekinier_c1|{playername}, we've known each other for a long time, I won't deny what you're saying, just allow me to explain myself.
dlga_uciekinier_c1:uciekinier_c2|Some time ago I and madam X, a lady close to my heart, were at a ball held by one of the magnates and one of the most hardline Targowica backers. There was a lot of Targowica supporters, as well as a lot of Russian officers. I was to eavesdrop and overhear as much as I could.
dlga_uciekinier_c2:uciekinier_c3|Not all went according to my plan, someone recognized me and captured us. What was I to do when they threatened X? I had to take their conditions. 
dlga_uciekinier_c3:uciekinier_d1|In exchange for her life they demanded I spy for them in a disguise of an officer. Which is why I'm in this place.
dlga_uciekinier_d1:uciekinier_d2|I will help you.
dlga_uciekinier_d2:uciekinier_d22|I can help you.
dlga_uciekinier_d22:uciekinier_d222|How could you? As soon as I stop sending in the reports, they will kill her.
dlga_uciekinier_d222:uciekinier_d2222|To accomplish anything, you have to be free, first.
dlga_uciekinier_d2222:uciekinier_d22222|What can we do?
dlga_uciekinier_d22222:uciekinier_d5|We'll find someone to take your place.
dlga_uciekinier_d5:uciekinier_help|I'll find some lowlife and send him in your stead. You will wait here, meanwhile, and I'll be back in a couple of days.
dlga_uciekinier_d22222:uciekinier_d6|You will give me your uniform as a proof of your death.
dlga_uciekinier_d6:uciekinier_help|You will give me your uniform, I will take it along with the message of your demise. You will meanwhile wait here, I'll be back in a few days.
dlga_uciekinier_help:close_window|Agreed {playername}, I will wait, but no longer than a couple of days.
dlga_uciekinier_d1:uciekinier_d3|I understand, but it changes nothing.
dlga_uciekinier_d3:uciekinier_d33|I understand, but I cannot allow private interests from triumph over the good of the nation.
dlga_uciekinier_d33:uciekinier_d333|I will not waste my chance of saving X.
dlga_uciekinier_d333:uciekinier_d3333|I am to duel with a convict?
dlga_uciekinier_d3333:uciekinier_tukaj_duel|There's no other solution, let's end this here and now.
dlga_uciekinier_tukaj_duel:uciekinier_tukaj_duel2|I'll give you the possibility of choice, pistols or rapiers?
dlga_uciekinier_tukaj_duel2:uciekinier_tukaj_pojedynek|Pistols.
dlga_uciekinier_tukaj_duel2:uciekinier_tukaj_pojedynek.1|Rapiers.
dlga_uciekinier_tukaj_duel2:uciekinier_tukaj_explain|I don't want to fight.
dlga_uciekinier_tukaj_explain:uciekinier_c1|Allow me to explain, then.
dlga_uciekinier_tukaj_pojedynek:close_window|Let us begin, if there's no other way for us.
dlga_uciekinier_first_tukaj:uciekinier_a2|I am to drink with a traitor?
dlga_uciekinier_a2:uciekinier_a22|I see, our paths didn't cross by accident. Won't you ask for the reason?
dlga_uciekinier_a22:uciekinier_f1|I'm not interested in the reason.
dlga_uciekinier_f1:uciekinier_tukaj_duel3|Bad choice {playername}. I cannot waste my chance of saving X. I see but one path for us. A duel.
dlga_uciekinier_tukaj_duel3:uciekinier_tukaj_duel4|I give you the possibility of choice, pistols or rapiers?
dlga_uciekinier_tukaj_duel4:uciekinier_tukaj_pojedynek|Pistols.
dlga_uciekinier_tukaj_duel4:uciekinier_tukaj_pojedynek.1|Rapiers.
dlga_uciekinier_tukaj_duel4:uciekinier_tukaj_explain|What X are you talking about?
dlga_uciekinier_a22:uciekinier_c1|Speak quickly.
dlga_uciekinier_first3:uciekinier_first4|Hmm... if you insist, then let's go. I would like to rest in a {s0} tavern. Do you have anything against that?
dlga_uciekinier_first4:close_window|Not at all. I would gladly empty a tankard or two. Let's go.
dlga_prowokuj:prowokuj_0|{s20}, 
dlga_prowokuj_0:prowokuj_1|New taxes.
dlga_prowokuj_1:prowokuj_1_2|Allegedly new taxes are to be introduced, according to my uncle's friend, and he's a full-blooded beaurocrat, he knows everything, about what, how and when.
dlga_prowokuj_1_2:close_window|Whatever, I'm only here in passing.
dlga_prowokuj_0:prowokuj_2|Ban on the weapon trade.
dlga_prowokuj_2:prowokuj_2_2|My uncle told me, and he's a high-ranked beaurocrat, that the government plans to introduce new taxes on imports and gunsmiths, so that they couldn't sell weapons cheaply.
dlga_prowokuj_2_2:close_window|Really? Goddamn, I'm lucky, I'm well-stocked on weapons. But either way, I'll tell the other noblemen to arm themselves just in case.
dlga_prowokuj_0:prowokuj_3|The revocation of the impoverished nobility's rights.
dlga_prowokuj_3:prowokuj_3_2|My uncle told me, and he's a high-ranked beaurocrat, that the government plans to take away the impoverished nobility's right, apparently to prevent revolts.
dlga_prowokuj_3_2:close_window|What?! This cannot be! How could they, it's a scandal! That is sure to result in a riot! Thank you for the news, I will rush to inform everyone who needs to be informed.
dlga_prowokuj_1:prowokuj_1_2.1|My uncle told me, and he's a high-ranked beaurocrat, that the government plans to introduce new taxes on imports and gunsmiths, so that they couldn't sell weapons cheaply.
dlga_prowokuj_1_2:close_window.1|Bandits! We will not allow them to rob us of more than they already do! We'd sooner take up the arms! Thank you for the information, I will make sure to inform other merchants and townsmen!
dlga_prowokuj_0:prowokuj_2.1|Ban on trade.
dlga_prowokuj_2:prowokuj_2_2.1|It is said around the city, that there will be a ban on trade, or at least a crackdown on the liberties, to eliminate shady weapons and alcohol trading. They say the wares of a couple of merchants were already comandeered.
dlga_prowokuj_2_2:close_window.1|A ban on trade?! How could they, they will ruin us all completely, my whole family lives on what I earn from trade. But we'll show the bastards!
dlga_prowokuj_0:prowokuj_3.1|Law changes.
dlga_prowokuj_3:prowokuj_3_2.1|Allegedly the law is about to change and they will ban public assembly for now... that's what my uncle told me, and he knows what's going on around.
dlga_prowokuj_3_2:close_window.1|May they have to stand in line for some room in hell! Divine punishment will come to them, rest assured.
dlga_prowokuj_1:prowokuj_1_2.2|One of my high-ranked friends told me, they are about to introduce new taxes on common goods and textiles.niedobrze dzieje się w państwie...
dlga_prowokuj_1_2:close_window.2|New ones? They wanted riots, they will get riots! We won't be paying more than we already are!
dlga_prowokuj_0:prowokuj_2.2|Ban on trade.
dlga_prowokuj_2:prowokuj_2_2.2|It is said around the city, that there will be a ban on trade, or at least a crackdown on the liberties, to eliminate shady weapons and alcohol trading. They say the wares of a couple of merchants were already comandeered.
dlga_prowokuj_2_2:close_window.2|Eh, "the populace sure won't allow it. I'll tell anyone I met what you said, though."
dlga_prowokuj_3:prowokuj_3_2.2|They say, that the rights of the local people are about to be limited, apparently a law is about to be passed, as my uncle told me, and he's really knowledgeable in these matters.
dlga_prowokuj_3_2:close_window.2|They can't limit it more than it already is, and thank God, I'm not a local anyway.
dlga_event_triggered:close_window.2|You've done better than I expected... report our victory to the camp.
dlga_event_triggered:close_window.3|Ha, it was to be expected, we'd lose with support like that... report our defeat to the camp.
